Key,Block Number,Road Name,Property City,Property State,Zip Code Short,Neighborhood,Property Use,Parcel Square Footage,Finished Living Space,2016 Land,2016 Building,2015 Land,2015 Building,2012 Land,2012 Building,Most Recent Sale Date, Sale Price 
212,1200,Stockley Gdns,Norfolk                         ,VA  ,23507,150300,Single Family - Detached,9300,5874,339700,231300,339700,231300,339700,231300,Jun 16 2010,542500
213,900,Colonial Av,Norfolk                         ,VA  ,23507,150400,Single Family - Detached,5800,4042,123400,343000,123400,343000,123400,343000,Sep 12 1990,232500
214,900,Gates Av,Norfolk                         ,VA  ,23517,150300,Single Family - Detached,4750,1543,167000,136200,167000,136200,167000,136200,Jul 15 1988,91700
215,500,Spotswood Av,Norfolk                         ,VA  ,23517,150300,Single Family - Detached,5750,2985,210100,254200,210100,254200,210100,254200,Nov 14 2014,457500
217,1300,Debree Av,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,0,2411,87700,279700,87700,279700,87700,279700,Feb 13 2003,0
218,600,Baldwin Av,Norfolk                         ,VA  ,23517,150300,Duplex,6930,4223,267800,400100,267800,400100,267800,400100,Mar 18 2014,620000
219,700,Yarmouth St,Norfolk                         ,VA  ,23510,150600,Single Family - Detached,6126,4910,164500,378000,164500,359100,164500,359100,Jan 31 2007,500000
220,700,Yarmouth St,Norfolk                         ,VA  ,23510,150600,Vacant Land,0,NULL,142500,0,142500,0,142500,0,Mar 27 2006,0
221,700,Yarmouth St,Norfolk                         ,VA  ,23510,150600,Single Family - Detached,0,5698,174500,717200,174500,682400,174500,682400,Mar 27 2006,0
222,900,Woodrow Av,Norfolk                         ,VA  ,23517,150300,Single Family - Detached,3750,1752,121700,143800,121700,143800,121700,143800,May 26 1999,117000
223,500,Fairfax Av,Norfolk                         ,VA  ,23507,150600,Single Family - Detached,0,3645,154500,388500,154500,369400,154500,369400,Jan 11 2005,600000
225,400,Westover Av,Norfolk                         ,VA  ,23507,150400,Single Family - Attached,0,1700,74700,231200,74700,231200,74700,231200,Jan 26 1998,0
226,700,Westover Av,Norfolk                         ,VA  ,23507,150300,Triplex,2879,3272,105400,206500,105400,206500,105400,206500,Jun 24 2010,362000
227,700,Westover Av,Norfolk                         ,VA  ,23507,150300,Single Family - Detached,8176,3255,298100,228000,298100,228000,298100,228000,Aug 11 2006,0
228,1200,Colonial Av,Norfolk                         ,VA  ,23517,150300,Fourplex,7400,5680,253300,296700,253300,296700,253300,296700,May  8 1972,30000
229,1200,Colonial Av,Norfolk                         ,VA  ,23508,150300,Vacant Land,3400,NULL,123100,0,123100,0,123100,0,May  8 1972,30000
230,300,Fairfax Av,Norfolk                         ,VA  ,23507,150600,Duplex,3125,2436,90500,263800,90500,250600,90500,250600,Oct  1 2012,0
231,600,Westover Av,Norfolk                         ,VA  ,23507,150300,Single Family - Detached,4688,3852,162600,356400,162600,356400,162600,356400,Dec 11 2001,242000
233,900,Gates Av,Norfolk                         ,VA  ,23517,150300,Single Family - Detached,4750,2010,150000,210700,150000,210700,150000,210700,Jul 31 1978,53800
234,900,Colonial Av,Norfolk                         ,VA  ,23507,150300,Single Family - Detached,5600,5235,159500,390300,159500,390300,159500,390300,Feb 12 2007,0
235,900,Woodrow Av,Norfolk                         ,VA  ,23517,150300,Single Family - Detached,3750,1941,127300,110300,127300,110300,127300,110300,Oct 22 2009,265000
236,1900,Colonial Av,Norfolk                         ,VA  ,23517,150390,Commercial,6845,NULL,92400,239500,92400,239500,92400,239500,May 16 2001,40500
237,900,Gates Av,Norfolk                         ,VA  ,23517,150300,Single Family - Detached,4750,1271,167000,92300,167000,92300,167000,92300,Apr 21 2011,195700
238,800,W Princess ,Norfolk                         ,VA  ,23517,150180,Condominium,0,1018,13200,86200,13200,86200,13200,86200,Aug  6 2008,180000
239,600,Redgate Av,Norfolk                         ,VA  ,23507,150390,Apartment,7147,7530,264400,302600,264400,288700,264400,288700,Feb 18 2005,0
241,2100,Colonial Av,Norfolk                         ,VA  ,23517,150390,Commercial,11006,NULL,139100,593200,139100,593200,139100,593200,Jul  3 1996,0
242,900,Harrington Av,Norfolk                         ,VA  ,23517,150300,Fourplex,5000,3186,161600,221500,161600,221500,161600,221500,Jun 30 1992,0
243,600,Boissevain Av,Norfolk                         ,VA  ,23507,150300,Single Family - Detached,3750,4225,130200,311600,130200,311600,130200,311600,Jul 23 2004,0
244,1300,Colley Av,Norfolk                         ,VA  ,23517,150390,Commercial,8140,NULL,195400,200500,195400,181700,195400,181700,Nov  5 1999,100000
245,500,Warren Cres,Norfolk                         ,VA  ,23507,150690,Apartment,11807,NULL,318800,453500,318800,446700,318800,446700,Jun 10 1999,0
246,500,Westover Av,Norfolk                         ,VA  ,23507,150300,Non-Taxable,2821,2432,89900,309700,89900,309700,89900,309700,Aug 26 2002,275000
247,800,Brandon Av,Norfolk                         ,VA  ,23517,150300,Single Family - Detached,3340,1149,110400,94400,110400,94400,110400,94400,Jun 18 2013,0
249,400,Boissevain Av,Norfolk                         ,VA  ,23507,150600,Single Family - Attached,2739,2522,103000,210300,103000,200100,103000,200100,Oct 29 2009,335000
250,700,Westover Av,Norfolk                         ,VA  ,23507,150300,Single Family - Detached,2876,2845,105400,294700,105400,294700,105400,294700,Sep 15 2012,390000
251,400,Westover Av,Norfolk                         ,VA  ,23507,150400,Single Family - Attached,0,2903,113300,320900,113300,320900,113300,320900,May 16 2011,0
252,900,Colley Av,Norfolk                         ,VA  ,23507,150190,Commercial,3260,NULL,72400,284600,72400,284600,72400,284600,Feb  7 2013,225000
253,700,Graydon Av,Norfolk                         ,VA  ,23507,150300,Duplex,2300,2396,100400,146400,100400,146400,100400,146400,Feb 14 2014,0
254,700,Yarmouth St,Norfolk                         ,VA  ,23510,150600,Single Family - Detached,0,4495,164500,525900,164500,500700,164500,500700,Jul 10 2003,600000
255,700,Yarmouth St,Norfolk                         ,VA  ,23510,150600,Single Family - Attached,0,2800,108000,275900,108000,262100,108000,262100,Sep 30 2014,385000
257,900,Harrington Av,Norfolk                         ,VA  ,23517,150300,Duplex,3750,2552,128000,105100,128000,105100,128000,105100,Apr  3 2014,0
258,500,Boissevain Av,Norfolk                         ,VA  ,23507,150600,Single Family - Detached,0,3165,83000,252000,83000,239500,83000,239500,Jun 23 2000,145000
259,600,Baldwin Av,Norfolk                         ,VA  ,23517,150300,Single Family - Detached,3990,2842,154700,244500,154700,244500,154700,244500,Dec 10 2014,0
260,600,Westover Av,Norfolk                         ,VA  ,23507,150300,Single Family - Detached,4467,3250,140800,316300,140800,316300,140800,316300,Jun 29 2010,555000
261,900,Harrington Av,Norfolk                         ,VA  ,23517,150300,Single Family - Detached,7500,1585,255800,112100,255800,112100,255800,112100,Mar 27 1995,101900
262,600,Redgate Av ,Norfolk                         ,VA  ,23507,150380,Condominium,0,1298,62300,152700,62300,152700,62300,152700,Jun  8 2016,215000
263,600,Westover Av,Norfolk                         ,VA  ,23507,150300,Vacant Land,3125,NULL,108400,0,108400,0,108400,0,Dec 28 2012,450000
265,500,Washington Park,Norfolk                         ,VA  ,23517,150300,Single Family - Detached,8159,3658,259200,399500,259200,399500,259200,399500,Mar  3 2000,218000
266,1300,Botetourt Gdns,Norfolk                         ,VA  ,23517,150400,Single Family - Detached,6000,3369,229000,369900,229000,369900,229000,369900,Dec  1 1998,270000
267,400,Mowbray Arch,Norfolk                         ,VA  ,23507,150650,Single Family - Detached,11400,5179,295500,316100,422100,653500,422100,653500,Jun 10 2016,615000
268,500,Fairfax Av,Norfolk                         ,VA  ,23507,150650,Single Family - Detached,0,4367,244500,457600,244500,510200,244500,510200,May 31 2001,396500
269,600,Raleigh Av,Norfolk                         ,VA  ,23507,150390,Apartment,3403,NULL,112300,366600,112300,354900,112300,354900,Dec  1 2008,535000
270,300,Colonial Av,Norfolk                         ,VA  ,23507,150600,Single Family - Detached,0,3151,280000,357500,280000,221900,280000,221900,Jun  9 2011,479900
271,800,Graydon Av ,Norfolk                         ,VA  ,23507,150180,Condominium,0,1575,52200,231700,52200,220200,52200,220200,Aug 28 2015,299000
273,800,Graydon Av ,Norfolk                         ,VA  ,23507,150180,Condominium,0,1575,52200,231700,52200,220200,52200,220200,Jun  1 2001,131500
274,800,Baldwin Av ,Norfolk                         ,VA  ,23517,150380,Condominium,0,1002,31100,109100,31100,124100,31100,124100,May  5 2000,77000
275,800,Baldwin Av ,Norfolk                         ,VA  ,23517,150380,Condominium,0,990,30700,107700,30700,122500,30700,122500,Feb 27 2015,146900
276,800,Baldwin Av ,Norfolk                         ,VA  ,23517,150380,Condominium,0,1028,31900,111200,31900,126500,31900,126500,Aug 20 2012,164900
277,800,Baldwin Av ,Norfolk                         ,VA  ,23517,150380,Condominium,0,996,30600,107700,30600,122500,30600,122500,Dec  2 2015,130000
278,800,Baldwin Av ,Norfolk                         ,VA  ,23517,150380,Condominium,0,1087,33700,108300,33700,124400,33700,124400,Mar  9 2010,172000
279,800,Baldwin Av ,Norfolk                         ,VA  ,23517,150380,Condominium,0,1072,33200,112500,33200,127900,33200,127900,Jul 23 2003,130000
281,800,Baldwin Av ,Norfolk                         ,VA  ,23517,150380,Condominium,0,1083,33600,113500,33600,129100,33600,129100,Apr 20 2007,215000
282,800,Baldwin Av ,Norfolk                         ,VA  ,23517,150380,Condominium,0,1076,33400,113000,33400,128600,33400,128600,Sep 21 2005,195000
283,800,Baldwin Av ,Norfolk                         ,VA  ,23517,150380,Condominium,0,1010,31300,105600,31300,120100,31300,120100,Aug 22 2003,124000
284,800,Baldwin Av ,Norfolk                         ,VA  ,23517,150380,Condominium,0,1050,32600,109200,32600,124200,32600,124200,Sep 10 2004,169000
285,800,Baldwin Av ,Norfolk                         ,VA  ,23517,150380,Condominium,0,926,28700,99300,28700,112900,28700,112900,Jun  8 2004,0
286,600,Graydon Av,Norfolk                         ,VA  ,23507,150390,Apartment,8204,NULL,270700,235000,270700,222700,270700,222700,Oct 11 2013,275000
287,800,Westover Av,Norfolk                         ,VA  ,23507,150100,Fourplex,3539,3372,77200,159800,77200,159800,77200,159800,Oct  2 2014,220000
289,500,Mowbray Arch,Norfolk                         ,VA  ,23507,150650,Single Family - Detached,0,4825,483000,591000,483000,657700,483000,657700,Jan 23 2007,1250000
290,900,Brandon Av,Norfolk                         ,VA  ,23517,150300,Single Family - Detached,4300,1616,138100,164500,138100,164500,138100,164500,Feb 27 2007,0
291,600,Mowbray Arch ,Norfolk                         ,VA  ,23507,150480,Condominium,0,1081,44300,128600,44300,138500,44300,138500,Jan 23 2013,140000
292,400,Fairfax Av,Norfolk                         ,VA  ,23507,150600,Single Family - Detached,0,2260,90500,242400,90500,230300,90500,230300,Jun 11 2009,0
293,900,Shirley Av,Norfolk                         ,VA  ,23517,150300,Single Family - Detached,3900,1854,155000,254800,155000,254800,155000,254800,May  1 1996,143900
294,1000,Colonial Av,Norfolk                         ,VA  ,23507,150400,Single Family - Attached,0,2367,89600,262200,89600,262200,89600,262200,Jan 14 2015,0
295,800,Westover Av,Norfolk                         ,VA  ,23507,150100,Duplex,0,3211,154700,206200,154700,206200,154700,206200,Sep  6 2006,0
297,300,Westover Av,Norfolk                         ,VA  ,23507,150400,Single Family - Attached,0,2016,59800,248300,59800,248300,59800,248300,Jul  1 1996,150000
298,500,Spotswood Av,Norfolk                         ,VA  ,23517,150300,Single Family - Detached,5750,2436,210100,222900,210100,222900,210100,222900,Mar 26 2012,270000
299,500,Pembroke Av,Norfolk                         ,VA  ,23507,150600,Single Family - Detached,0,7645,319500,906200,319500,861000,319500,861000,May 27 2010,1400000
300,500,Warren Cres,Norfolk                         ,VA  ,23507,150600,Single Family - Detached,0,840,135000,123500,135000,117300,135000,117300,May 30 2002,196000
301,300,Fairfax Av,Norfolk                         ,VA  ,23507,150600,Single Family - Detached,0,3190,90500,317200,90500,301400,90500,301400,Jul  1 1999,224900
302,800,Colonial Av,Norfolk                         ,VA  ,23507,150300,Single Family - Attached,2500,1994,87700,230500,87700,230500,87700,230500,Aug  2 1979,83000
303,600,Baldwin Av,Norfolk                         ,VA  ,23517,150300,Single Family - Detached,4400,3042,159500,344400,159500,344400,159500,344400,Aug 27 2014,620000
305,800,Shirley Av,Norfolk                         ,VA  ,23517,150300,Single Family - Detached,7500,2439,227800,294800,227800,294800,227800,294800,Sep  7 2012,0
306,600,Mowbray Arch ,Norfolk                         ,VA  ,23507,150480,Condominium,0,960,39400,119700,39400,119700,39400,119700,Jun 26 2012,130000
307,900,Botetourt Gdns,Norfolk                         ,VA  ,23507,150400,Single Family - Attached,0,2220,58100,301400,58100,301400,58100,301400,Mar 10 2014,550000
308,500,Warren Cres,Norfolk                         ,VA  ,23507,150600,Single Family - Detached,0,3172,98000,415600,98000,394900,98000,394900,Jun  2 2014,542000
309,500,Spotswood Av,Norfolk                         ,VA  ,23517,150300,Duplex,8062,3038,307400,168900,307400,168900,307400,168900,Dec 23 2015,0
310,600,W Olney ,Norfolk                         ,VA  ,23507,150690,Apartment,11807,NULL,86500,350100,86500,333500,86500,333500,Jan 21 2015,0
311,500,Colonial Av,Norfolk                         ,VA  ,23507,150600,Single Family - Detached,0,2494,83000,303700,83000,288500,83000,288500,Apr 20 1987,136000
313,700,Botetourt Gdns,Norfolk                         ,VA  ,23507,150400,Single Family - Detached,0,3120,209800,318100,209800,318100,209800,318100,Mar  1 1995,305000
314,2100,Colonial Av,Norfolk                         ,VA  ,23517,150390,Commercial,5263,NULL,71000,274800,71000,274800,71000,274800,Jan  4 1984,73500
315,600,W Princess ,Norfolk                         ,VA  ,23517,150300,Single Family - Detached,6050,3817,227800,270800,227800,270800,227800,270800,May 28 2013,450000
316,600,W Princess ,Norfolk                         ,VA  ,23507,150300,Vacant Land,2750,NULL,103300,0,103300,0,103300,0,May 28 2013,450000
317,600,Redgate Av,Norfolk                         ,VA  ,23507,150300,Duplex,3200,2516,108400,169400,108400,169400,108400,169400,Aug 19 2009,0
318,2100,Colonial Av,Norfolk                         ,VA  ,23517,150390,Vacant Land,6443,NULL,74200,0,74200,0,74200,0,Aug  4 2005,0
319,2100,Colonial Av,Norfolk                         ,VA  ,23517,150390,Vacant Land,3371,NULL,50500,0,50500,0,50500,0,Aug  4 2005,0
321,600,Baldwin Av,Norfolk                         ,VA  ,23517,150300,Single Family - Detached,4000,1800,152500,216400,152500,216400,152500,216400,Mar 25 1991,0
322,1000,Llewellyn Mews,Norfolk                         ,VA  ,23507,150400,Single Family - Attached,0,1654,83500,233000,83500,233000,83500,233000,Feb 16 2015,0
323,700,Duke St,Norfolk                         ,VA  ,23510,150990,Commercial,23682,NULL,595400,1662700,595400,1662700,595400,1662700,Jan 16 1998,1275000
324,1000,Colonial Av ,Norfolk                         ,VA  ,23507,150380,Condominium,0,1276,52300,213000,52300,198800,52300,198800,Jul  2 2013,285000
325,700,W Princess ,Norfolk                         ,VA  ,23517,150300,Duplex,4515,2578,174600,135400,174600,135400,174600,135400,May 30 2008,0
326,900,Shirley Av,Norfolk                         ,VA  ,23517,150390,Apartment,8930,NULL,276800,225900,276800,213100,276800,213100,Dec  7 2000,0
327,500,Redgate Av,Norfolk                         ,VA  ,23507,150300,Single Family - Detached,8636,5100,315700,399400,315700,373000,315700,373000,Jun 23 2014,0
329,300,Westover Av,Norfolk                         ,VA  ,23507,150400,Single Family - Attached,0,1975,59800,232800,59800,232800,59800,232800,May 14 2001,210000
